Frame,Z_coord_n1,na_res,Z_coord_na,prod
688,-9.894465,76,0.25659057,prod2
689,-9.879431,76,0.86912423,prod2
690,-9.18758,76,1.2775706,prod2
691,-9.222652,76,1.6244595,prod2
692,-9.52979,76,5.4866166,prod2
693,-9.336705,76,8.054893,prod2
694,-9.163728,76,8.724571,prod2
695,-8.596139,76,6.699567,prod2
696,-8.692033,76,10.707788,prod2
697,-8.75727,76,11.440952,prod2
698,-8.335748,76,11.749265,prod2
699,-8.42239,76,6.188656,prod2
700,-7.975229,76,7.250626,prod2
701,-8.477492,76,5.740946,prod2
702,-8.560251,76,10.53215,prod2
703,-9.09585,76,8.730882,prod2
704,-8.8115225,76,10.349298,prod2
705,-9.029915,54,-22.24765,prod2
706,-8.904481,54,-22.304396,prod2
707,-8.782192,54,-24.01925,prod2
708,-8.169517,54,-25.510176,prod2
709,-8.258664,76,11.686993,prod2
